-2.464789524674415588e-02 -7.657167911529541016e-01 -6.427056193351745605e-01
1.586115062236785889e-01 2.020763456821441650e-01 -9.664406180381774902e-01
-1.162837147712707520e-01 -3.665810823440551758e-01 9.230906963348388672e-01
4.417318999767303467e-01 -6.174020171165466309e-01 6.509130001068115234e-01
-8.428831696510314941e-01 -8.475849032402038574e-02 -5.313792228698730469e-01
-3.818947672843933105e-01 -5.279827117919921875e-01 -7.585449814796447754e-01
-3.985207080841064453e-01 -2.385971546173095703e-01 -8.855803608894348145e-01
-3.354693055152893066e-01 2.433956265449523926e-01 -9.100652933120727539e-01
-2.599587142467498779e-01 2.564615905284881592e-01 -9.309398531913757324e-01
-7.094010710716247559e-01 -4.659134522080421448e-02 -7.032634615898132324e-01
-4.652403891086578369e-01 1.548322588205337524e-01 -8.715378642082214355e-01
2.457400560379028320e-01 -3.191656470298767090e-01 9.152841567993164062e-01
4.489556550979614258e-01 -5.214937925338745117e-01 7.255915403366088867e-01
-6.549730300903320312e-01 -4.583076238632202148e-01 -6.008029580116271973e-01
4.102472215890884399e-02 -9.241791442036628723e-03 9.991153478622436523e-01
3.156138658523559570e-01 -1.823313981294631958e-01 -9.312052130699157715e-01
-5.052853375673294067e-02 4.035052061080932617e-01 -9.135811328887939453e-01
-1.670803278684616089e-01 3.527331948280334473e-01 -9.206863045692443848e-01
-1.052788272500038147e-01 -4.325069785118103027e-01 8.954629898071289062e-01
-2.536829411983489990e-01 -4.008743464946746826e-01 8.803094029426574707e-01
-9.575914144515991211e-01 -2.539251446723937988e-01 -1.361648142337799072e-01
1.282478272914886475e-01 3.628181815147399902e-01 -9.229926466941833496e-01
3.774081766605377197e-01 -3.275075554847717285e-01 8.661997318267822266e-01
7.399427890777587891e-01 -4.258110523223876953e-01 5.207394361495971680e-01
2.659774720668792725e-01 -2.264483869075775146e-01 9.370043873786926270e-01
-4.168205857276916504e-01 4.166248142719268799e-01 -8.078889250755310059e-01
-5.687714815139770508e-01 -6.473627686500549316e-01 -5.073661208152770996e-01
-1.297735124826431274e-01 -8.404847979545593262e-01 -5.260645747184753418e-01
-3.196338415145874023e-01 -7.812280654907226562e-01 -5.362060070037841797e-01
-1.374683529138565063e-01 -5.445433035492897034e-02 -9.890081286430358887e-01
3.584857285022735596e-01 -4.462938308715820312e-01 -8.199449181556701660e-01
2.683651149272918701e-01 4.826019704341888428e-02 -9.621075987815856934e-01
-1.163460314273834229e-01 1.271982192993164062e-01 -9.850299954414367676e-01
-8.809534832835197449e-03 6.516740322113037109e-01 -7.584478855133056641e-01
