-4.500153362751007080e-01 -8.354156017303466797e-01 -3.155423700809478760e-01
-5.061753392219543457e-01 -8.226878643035888672e-01 2.587881982326507568e-01
-5.720818042755126953e-01 -6.838175058364868164e-01 -4.528972506523132324e-01
-2.805327475070953369e-01 -5.191104486584663391e-02 -9.584396481513977051e-01
-5.965853109955787659e-03 -8.676562309265136719e-01 -4.971289336681365967e-01
-2.951086163520812988e-01 -7.907110452651977539e-01 -5.363645553588867188e-01
-1.828990280628204346e-01 2.251303791999816895e-01 -9.570079445838928223e-01
-5.495534539222717285e-01 -8.086161613464355469e-01 2.100732475519180298e-01
-2.405043393373489380e-01 -7.707680463790893555e-01 -5.899782180786132812e-01
1.832431256771087646e-01 -5.862262248992919922e-01 -7.891519665718078613e-01
-4.864118993282318115e-01 -8.735915422439575195e-01 -1.553229242563247681e-02
-2.573689818382263184e-01 -8.487837314605712891e-01 -4.618737697601318359e-01
-9.791759252548217773e-01 -1.273976415395736694e-01 -1.580642908811569214e-01
-3.357119262218475342e-01 1.823726445436477661e-01 -9.241415858268737793e-01
-9.379736185073852539e-01 -1.486897170543670654e-01 -3.132042884826660156e-01
-2.014086544513702393e-01 -4.709314107894897461e-01 -8.588702082633972168e-01
-6.467015743255615234e-01 -4.944163262844085693e-01 -5.808008313179016113e-01
-5.743414163589477539e-01 -4.103357791900634766e-01 -7.083477377891540527e-01
-4.563754498958587646e-01 -8.887228369712829590e-01 -4.350937157869338989e-02
4.586953520774841309e-01 1.325829885900020599e-03 -8.885926008224487305e-01
-4.388962090015411377e-01 1.794304400682449341e-01 -8.804400563240051270e-01
-8.497162461280822754e-01 -2.482862323522567749e-01 -4.651196300983428955e-01
-5.276326537132263184e-01 -8.423901200294494629e-01 -1.094643250107765198e-01
-5.940763354301452637e-01 -7.009299993515014648e-01 -3.946775794029235840e-01
-4.902015924453735352e-01 -6.074075102806091309e-01 -6.251068711280822754e-01
-4.285498335957527161e-02 -7.222906947135925293e-01 -6.902607679367065430e-01
-5.017208456993103027e-01 -8.502970337867736816e-01 1.589696854352951050e-01
-5.996695160865783691e-01 -6.529471874237060547e-01 -4.626622796058654785e-01
-8.757868409156799316e-01 -4.725719392299652100e-01 -9.835171699523925781e-02
-5.237689018249511719e-01 -4.395394325256347656e-01 -7.297061681747436523e-01
-5.784726738929748535e-01 -7.246192693710327148e-01 3.745616078376770020e-01
-5.104420334100723267e-02 1.149747371673583984e-01 -9.920561313629150391e-01
-5.320813059806823730e-01 2.263284623622894287e-01 -8.158828020095825195e-01
-6.920518279075622559e-01 -7.142655253410339355e-01 -1.043497622013092041e-01
-9.749804735183715820e-01 -1.401700526475906372e-01 1.725267916917800903e-01
-7.567263841629028320e-01 -6.524142622947692871e-01 -4.148307070136070251e-02
-9.637236595153808594e-01 1.696075797080993652e-01 2.060822248458862305e-01
-6.432309150695800781e-01 -7.483537197113037109e-01 1.619284301996231079e-01
-5.677745938301086426e-01 -8.190568685531616211e-01 -8.232814073562622070e-02
-8.928425908088684082e-01 -4.303584992885589600e-01 -1.327543258666992188e-01
-9.896385669708251953e-01 -1.070351377129554749e-01 9.570146352052688599e-02
3.904048204421997070e-01 -3.444559574127197266e-01 -8.537762165069580078e-01
-5.945141315460205078e-01 7.405394911766052246e-01 -3.132957518100738525e-01
-5.622296333312988281e-01 -6.883870363235473633e-01 4.582804441452026367e-01
-6.040738224983215332e-01 -7.785279750823974609e-01 1.702619194984436035e-01
-2.581449449062347412e-01 -8.838644027709960938e-01 -3.900576233863830566e-01
-8.101124763488769531e-01 -4.080913364887237549e-01 -4.209266304969787598e-01
-4.497615993022918701e-01 -8.898267149925231934e-01 -7.696028798818588257e-02
-4.437363147735595703e-01 -8.910576701164245605e-01 -9.546777606010437012e-02
-7.162231802940368652e-01 -6.359740495681762695e-01 2.873347401618957520e-01
-1.609340310096740723e-01 -3.346367478370666504e-01 -9.285032749176025391e-01
-4.601867496967315674e-01 -4.512863159179687500e-01 -7.645710706710815430e-01
-7.357288599014282227e-01 -3.355163335800170898e-01 -5.883297324180603027e-01
-7.072285413742065430e-01 -4.719814658164978027e-01 5.263660550117492676e-01
-8.051782846450805664e-01 -2.441417723894119263e-01 -5.404467582702636719e-01
-4.688105583190917969e-01 -1.774888485670089722e-01 -8.652828335762023926e-01
-3.932974934577941895e-01 -6.697407960891723633e-01 -6.298921704292297363e-01
-9.133386015892028809e-01 1.989256590604782104e-01 -3.553044199943542480e-01
-7.092100977897644043e-01 -6.647865176200866699e-01 -2.346913218498229980e-01
-5.039376020431518555e-01 -8.314482569694519043e-01 2.339674979448318481e-01
-9.032678604125976562e-01 2.796577662229537964e-02 -4.281646907329559326e-01
-6.049434542655944824e-01 -7.778091430664062500e-01 1.704595088958740234e-01
-4.476408064365386963e-01 -8.926252126693725586e-01 -5.327331647276878357e-02
-4.128592908382415771e-01 -4.964639842510223389e-01 -7.635907530784606934e-01
-4.040581583976745605e-01 8.742200583219528198e-02 -9.105461835861206055e-01
-8.922274112701416016e-01 4.769125580787658691e-02 -4.490610957145690918e-01
-8.268539905548095703e-01 3.667649030685424805e-01 -4.263754487037658691e-01
-6.709699034690856934e-01 -6.937494277954101562e-01 2.617461681365966797e-01
9.677912108600139618e-03 -6.289499998092651367e-01 -7.773855328559875488e-01
-6.852689385414123535e-01 -7.276189327239990234e-01 -3.125901147723197937e-02
-6.726352572441101074e-01 -7.390310764312744141e-01 3.734819591045379639e-02
-2.544592022895812988e-01 -6.060483455657958984e-01 -7.536284327507019043e-01
-6.615651845932006836e-01 -7.257726192474365234e-01 1.886417567729949951e-01
2.649052739143371582e-01 1.880904138088226318e-01 -9.457522034645080566e-01
-3.796347081661224365e-01 4.699964821338653564e-01 -7.968569397926330566e-01
-6.895865201950073242e-01 -6.575655341148376465e-01 -3.034437894821166992e-01
-2.989098429679870605e-01 -6.675156354904174805e-01 -6.819646358489990234e-01
-4.485322237014770508e-01 -5.749281048774719238e-01 -6.843073368072509766e-01
-2.693203985691070557e-01 -2.879257798194885254e-01 -9.190022945404052734e-01
-7.222449779510498047e-01 -6.843762993812561035e-01 9.995652735233306885e-02
-9.875416755676269531e-01 1.562609225511550903e-01 1.854862831532955170e-02
-5.828187465667724609e-01 8.016043901443481445e-01 1.332389861345291138e-01
3.224050998687744141e-01 3.631009161472320557e-01 -8.741925358772277832e-01
-9.836085438728332520e-01 1.453608721494674683e-01 -1.066975668072700500e-01
-9.635416865348815918e-01 -2.426352947950363159e-01 -1.127626672387123108e-01
6.664844751358032227e-01 7.421736717224121094e-01 -7.054416090250015259e-02
-9.461950510740280151e-02 1.697209477424621582e-02 -9.953688383102416992e-01
-5.094984173774719238e-01 -6.076911091804504395e-01 -6.091985702514648438e-01
6.289373636245727539e-01 1.285222768783569336e-01 -7.667592763900756836e-01
5.767468214035034180e-01 5.200116634368896484e-01 -6.300405263900756836e-01
-1.793622784316539764e-02 8.050615787506103516e-01 -5.929199457168579102e-01
-6.724243760108947754e-01 -6.246380209922790527e-01 3.970802426338195801e-01
-7.636008262634277344e-01 -4.702986776828765869e-01 -4.424170851707458496e-01
-8.706737756729125977e-01 1.518698036670684814e-01 -4.678277373313903809e-01
-3.630458712577819824e-01 -8.764386177062988281e-01 -3.163117766380310059e-01
-6.086788773536682129e-01 -7.381374835968017578e-01 -2.909692525863647461e-01
-8.524018526077270508e-01 -5.160342454910278320e-01 -8.437879383563995361e-02
-6.469620466232299805e-01 -6.397286653518676758e-01 -4.149543941020965576e-01
4.834592714905738831e-02 -3.695212304592132568e-01 -9.279639124870300293e-01
-5.475959181785583496e-01 -4.244715273380279541e-01 -7.210842370986938477e-01
-6.534004211425781250e-01 -7.564597725868225098e-01 -2.891829796135425568e-02
-9.476204514503479004e-01 -2.733736932277679443e-01 -1.651731729507446289e-01
-7.387463450431823730e-01 -5.440856814384460449e-01 -3.977744579315185547e-01
3.352697193622589111e-02 1.420654505491256714e-01 -9.892892837524414062e-01
-4.026018381118774414e-01 -5.904402136802673340e-01 -6.994940638542175293e-01
-7.078515291213989258e-01 -5.763204097747802734e-01 4.084126651287078857e-01
8.372560888528823853e-02 9.019317030906677246e-01 -4.236848950386047363e-01
-7.536504268646240234e-01 -3.842205107212066650e-01 -5.332781672477722168e-01
-8.770456910133361816e-01 -4.377256333827972412e-01 1.979576349258422852e-01
-3.369672596454620361e-01 -7.370771765708923340e-01 -5.858073234558105469e-01
-9.160430431365966797e-01 -3.799440264701843262e-01 -1.284821778535842896e-01
-3.383942842483520508e-01 -6.759300231933593750e-01 -6.546815037727355957e-01
7.625924050807952881e-02 9.290604591369628906e-01 -3.619824647903442383e-01
-6.375177502632141113e-01 -6.132785677909851074e-01 4.663265645503997803e-01
-7.311784625053405762e-01 -5.305064320564270020e-01 4.288832247257232666e-01
-8.369232416152954102e-01 -5.350286364555358887e-01 -1.153419315814971924e-01
-3.565556704998016357e-01 -3.233096301555633545e-01 -8.765494227409362793e-01
-8.638783474452793598e-04 3.200752139091491699e-01 -9.473918080329895020e-01
-4.024033248424530029e-01 6.183861494064331055e-01 -6.750333309173583984e-01
-6.584046483039855957e-01 2.578130960464477539e-01 -7.071320414543151855e-01
-3.181711733341217041e-01 -8.379918932914733887e-01 -4.433246850967407227e-01
-2.283997535705566406e-01 -6.634486317634582520e-01 -7.125092744827270508e-01
1.763958334922790527e-01 9.834516644477844238e-01 -4.131840914487838745e-02
2.058022618293762207e-01 9.330602884292602539e-01 -2.950322031974792480e-01
-3.988221585750579834e-01 -3.989709913730621338e-01 -8.256894350051879883e-01
-5.980108380317687988e-01 -7.990103363990783691e-01 6.297211349010467529e-02
-8.289130330085754395e-01 4.792534112930297852e-01 -2.884773910045623779e-01
1.568724960088729858e-01 -3.367357552051544189e-01 -9.284396767616271973e-01
-8.906626105308532715e-01 -3.691810369491577148e-01 2.653780579566955566e-01
-4.169627130031585693e-01 -4.616805613040924072e-01 -7.829386591911315918e-01
-6.021357178688049316e-01 -7.660170197486877441e-01 -2.250564694404602051e-01
-6.212238073348999023e-01 -7.799582481384277344e-01 -7.580336183309555054e-02
-9.757800698280334473e-01 -1.703690141439437866e-01 -1.372133046388626099e-01
-5.739168524742126465e-01 -6.941598653793334961e-01 -4.344669878482818604e-01
-2.877899408340454102e-01 -1.029314473271369934e-01 -9.521459341049194336e-01
-2.066695876419544220e-02 6.845334768295288086e-01 -7.286884188652038574e-01
-4.012098908424377441e-01 -5.616874694824218750e-01 -7.235591411590576172e-01
-7.315969467163085938e-01 6.033903956413269043e-01 -3.173104226589202881e-01
-7.417671680450439453e-01 -6.634581685066223145e-01 9.800294786691665649e-02
9.374532103538513184e-02 -3.918108940124511719e-01 -9.152572751045227051e-01
-5.958467721939086914e-01 -9.665530920028686523e-02 -7.972604632377624512e-01
-6.858539581298828125e-01 -5.894907116889953613e-01 4.267376959323883057e-01
-1.719150841236114502e-01 -3.947414457798004150e-01 -9.025654196739196777e-01
-8.033072948455810547e-01 -5.015785098075866699e-01 -3.211173415184020996e-01
-9.072763919830322266e-01 -4.198945760726928711e-01 -2.319625020027160645e-02
-1.225003525614738464e-01 2.518254518508911133e-01 -9.599881768226623535e-01
-9.076274633407592773e-01 4.100328385829925537e-01 8.991809189319610596e-02
-2.584664523601531982e-02 -2.776734530925750732e-01 -9.603276848793029785e-01
-8.468098640441894531e-01 -3.583292067050933838e-01 -3.930816650390625000e-01
-6.597186326980590820e-01 6.569591164588928223e-01 -3.649328052997589111e-01
4.934762418270111084e-01 5.419995188713073730e-01 -6.802335381507873535e-01
